,Unnamed: 0.1,Unnamed: 0,Track_ID,Source_ID,Splitting_event,Lineage,Track_Coordinate_X,Track_Coordinate_Y,Frame,Position,Dataset,Generation,Mother_ID,Grandmother_ID,Sister_ID,Cell_Cycle_mins,Cell_Cycle_hours,Seen_sister,Random_ID,Seen_granny, ,Label,X,Y,Frame_onset,Frames_in_mitosis,Mitotic_duration_mins,Interphase_duration_mins,Interphase_duration_hrs,Mitotic_duration_hrs,Mother_Mitotic_duration_mins,Mother_arrested,Metaphase_arrested,Frame_onset_hrs,Frame_hrs,Mitotic_duration_bin,Unique_Track_ID,Unique_Source_ID,Laggings,Massive Missegregation,DNA bridge,Misaligned,MN,Multipolar Divition,Citokinesis Failure,Slippage,Mitotic Death,Comments,any_true
67,67,96,20,5334,True,5299.5320.5334,636.1905630006815,205.29627089992687,538,3,20250627,3,5320.0,5299.0,5356.0,1890.0,31.5,False,5669,False,79,tomeasure:5334:529,633.083,212.547,529,9,63,1827.0,30.45,1.05,49.0,030-060,060-090,61.71666666666667,62.766666666666666,"(60, 90]",20250627320,2025062735334,False,False,False,False,False,False,False,False,False,,False
68,68,98,20,5356,True,5299.5320.5356,773.7452793251532,178.22727049872563,514,3,20250627,3,5320.0,5299.0,5334.0,1722.0,28.7,True,5531,True,72,tomeasure:5356:504,760.694,180.23,504,10,70,1652.0,27.53333333333333,1.1666666666666667,49.0,030-060,060-090,58.8,59.96666666666667,"(60, 90]",20250627320,2025062735356,False,False,False,False,False,False,False,False,False,Unfocused metaphase plate?,False
69,69,100,20,5378,True,5299.5378,765.4588506309079,411.6283453866344,237,3,20250627,2,5299.0,,5320.0,1232.0,20.53333333333333,True,2553,,38,tomeasure:5378:229,771.052,415.564,229,8,56,1176.0,19.6,0.9333333333333332,63.0,060-090,030-060,26.716666666666665,27.65,"(30, 60]",20250627320,2025062735378,False,False,False,False,False,False,False,False,False,,False
70,70,102,20,5397,True,5299.5378.5397,723.6123857249693,320.8919511846486,521,3,20250627,3,5378.0,5299.0,,1988.0,33.13333333333333,,2699,True,75,tomeasure:5397:511,726.305,322.756,511,10,70,1918.0,31.966666666666665,1.1666666666666667,56.0,030-060,060-090,59.61666666666667,60.78333333333333,"(60, 90]",20250627320,2025062735397,False,False,False,False,False,False,False,False,False,,False
71,71,102,23,5412,True,5412,1118.2540156050088,772.7097958886038,66,3,20250704,1,,,,,,,2139,,68,tomeasure:5412:57,1117.84,757.38,57,9,63,,,1.05,,,060-090,6.65,7.7,"(60, 90]",20250704323,2025070435412,False,False,False,False,False,False,False,False,False,,False
72,72,104,21,5421,True,5421,571.5564191855684,446.0170244677523,61,3,20250627,1,,,,,,,5882,,9,tomeasure:5421:40,580.879,444.567,40,21,147,,,2.45,,,> 120 min,4.666666666666667,7.116666666666666,"(120, 150]",20250627321,2025062735421,False,False,False,False,False,False,False,False,False,,False
73,73,106,21,5437,True,5421.5437,682.1802422537429,358.5952017434646,327,3,20250627,2,5421.0,,5498.0,1862.0,31.03333333333333,False,3108,,52,tomeasure:5437:320,686.945,359.217,320,7,49,1813.0,30.216666666666665,0.8166666666666667,147.0,> 120 min,030-060,37.333333333333336,38.15,"(30, 60]",20250627321,2025062735437,False,False,False,False,False,False,False,False,False,,False
74,74,108,21,5450,True,5421.5437.5450,606.7737411361109,317.9917011416627,568,3,20250627,3,5437.0,5421.0,5475.0,1687.0,28.116666666666667,True,5610,True,88,tomeasure:5450:559,572.592,329.386,559,9,63,1624.0,27.066666666666663,1.05,49.0,030-060,060-090,65.21666666666667,66.26666666666667,"(60, 90]",20250627321,2025062735450,False,False,False,False,False,False,False,False,False,,False
75,75,110,21,5475,True,5421.5437.5475,684.6661708620164,344.92259439795987,575,3,20250627,3,5437.0,5421.0,5450.0,1736.0,28.933333333333334,False,2332,False,90,tomeasure:5475:567,684.873,345.958,567,8,56,1680.0,28.0,0.9333333333333332,49.0,030-060,030-060,66.15,67.08333333333333,"(30, 60]",20250627321,2025062735475,False,False,False,False,False,False,False,False,False,,False
76,76,112,21,5498,True,5421.5498,650.2774917808986,322.13491548878534,322,3,20250627,2,5421.0,,5437.0,1827.0,30.45,True,6095,,51,tomeasure:5498:312,647.999,322.756,312,10,70,1757.0,29.28333333333333,1.1666666666666667,147.0,> 120 min,060-090,36.4,37.56666666666667,"(60, 90]",20250627321,2025062735498,False,False,False,False,False,False,False,False,False,,False
77,77,114,21,5508,True,5421.5498.5508,528.8813114102052,369.36755904598346,581,3,20250627,3,5498.0,5421.0,5531.0,1813.0,30.216666666666665,True,6515,True,93,tomeasure:5508:573,531.989,378.69,573,8,56,1757.0,29.28333333333333,0.9333333333333332,70.0,060-090,030-060,66.85,67.78333333333333,"(30, 60]",20250627321,2025062735508,False,False,False,False,False,False,False,False,False,,False
78,78,116,21,5531,True,5421.5498.5531,604.2878125278372,361.9097732211627,571,3,20250627,3,5498.0,5421.0,5508.0,1743.0,29.05,False,2724,True,89,tomeasure:5531:560,598.694,360.46,560,11,77,1666.0,27.766666666666666,1.2833333333333334,70.0,060-090,060-090,65.33333333333333,66.61666666666666,"(60, 90]",20250627321,2025062735531,False,False,False,False,False,False,False,False,False,,False
79,79,116,24,5531,True,5531,1064.3922067763126,368.33190806700736,63,3,20250704,1,,,,,,,5485,,65,tomeasure:5531:53,1050.72,382.005,53,10,70,,,1.1666666666666667,,,060-090,6.183333333333334,7.35,"(60, 90]",20250704324,2025070435531,False,False,False,False,False,False,False,False,False,,False
80,80,118,22,5551,True,5551,731.8988144192145,209.02516381233724,61,3,20250627,1,,,,,,,5437,,12,tomeasure:5551:54,732.935,207.989,54,7,49,,,0.8166666666666667,,,030-060,6.3,7.116666666666666,"(30, 60]",20250627322,2025062735551,False,False,False,False,False,False,False,False,False,,False
81,81,120,22,5585,True,5551.5585,574.8709906632665,126.5751983045967,399,3,20250627,2,5551.0,,,2366.0,39.43333333333333,,6079,,59,tomeasure:5585:390,578.393,128.854,390,9,63,2303.0,38.38333333333333,1.05,49.0,030-060,060-090,45.5,46.55,"(60, 90]",20250627322,2025062735585,False,False,False,False,False,False,False,False,False,,False
82,82,122,25,5608,True,5608,1281.496728516596,1162.172105880715,73,3,20250704,1,,,,,,,5354,,73,tomeasure:5608:67,1284.397,1163.415,67,6,42,,,0.7,,,030-060,7.816666666666666,8.516666666666667,"(30, 60]",20250704325,2025070435608,False,False,False,False,False,False,False,False,False,,False
83,83,122,23,5610,True,5610,758.8297076755117,211.5110924206108,119,3,20250627,1,,,,,,,6336,,29,tomeasure:5610:21,715.947,157.028,21,98,686,,,11.433333333333334,,,> 120 min,2.45,13.883333333333333,"(660, 690]",20250627323,2025062735610,False,False,False,False,False,False,False,False,False,,False
84,84,124,24,5635,True,5635,598.0729910071533,115.38851956736556,63,3,20250627,1,,,,,,,2245,,16,tomeasure:5635:26,597.037,116.839,26,37,259,,,4.316666666666666,,,> 120 min,3.033333333333333,7.35,"(240, 270]",20250627324,2025062735635,False,False,False,False,False,False,False,False,False,,False
85,85,126,24,5669,True,5635.5669,721.1264571166957,58.626483011785375,448,3,20250627,2,5635.0,,5703.0,2695.0,44.91666666666666,True,3033,,63,tomeasure:5669:438,719.262,60.077,438,10,70,2625.0,43.75,1.1666666666666667,259.0,> 120 min,060-090,51.1,52.266666666666666,"(60, 90]",20250627324,2025062735669,False,False,False,False,False,False,False,False,False,,False
86,86,130,26,5673,True,5673,1061.077633925316,703.9324092304224,88,3,20250704,1,,,,,,,5370,,74,tomeasure:5673:79,1047.405,716.776,79,9,63,,,1.05,,,060-090,9.216666666666669,10.266666666666667,"(60, 90]",20250704326,2025070435673,False,False,False,False,False,False,False,False,False,,False
87,87,128,24,5703,True,5635.5703,547.1114545375448,173.8078418617948,585,3,20250627,2,5635.0,,5669.0,3654.0,60.9,False,6239,,94,tomeasure:5703:577,556.019,171.529,577,8,56,3598.0,59.96666666666667,0.9333333333333332,259.0,> 120 min,030-060,67.31666666666666,68.25,"(30, 60]",20250627324,2025062735703,False,False,False,False,False,False,False,False,False,,False
88,88,130,25,5723,True,5723,509.822525413441,105.44480513427122,61,3,20250627,1,,,,,,,6515,,8,tomeasure:5723:1,794.254,126.368,1,60,420,,,7.0,,,> 120 min,0.1166666666666666,7.116666666666666,"(390, 420]",20250627325,2025062735723,False,False,False,False,False,False,False,False,False,,False
89,89,132,25,5749,True,5723.5749,564.9272762301721,85.55737626808254,315,3,20250627,2,5723.0,,,1778.0,29.633333333333333,,2445,,47,tomeasure:5749:303,566.792,85.765,303,12,84,1694.0,28.23333333333333,1.4,420.0,> 120 min,060-090,35.35,36.75,"(60, 90]",20250627325,2025062735749,False,False,False,False,False,False,False,False,False,,False
90,90,136,27,5755,True,5755,1158.0288898169692,837.3439664830393,157,3,20250704,1,,,,,,,5072,,2,tomeasure:5755:146,1157.615,858.474,146,11,77,,,1.2833333333333334,,,060-090,17.033333333333335,18.316666666666663,"(60, 90]",20250704327,2025070435755,False,False,False,False,False,False,False,False,False,,False
91,91,134,26,5802,True,5802,766.7018149350448,102.54455509128536,60,3,20250627,1,,,,,,,6095,,5,tomeasure:5802:1,795.497,128.44,1,59,413,,,6.883333333333334,,,> 120 min,0.1166666666666666,7.0,"(390, 420]",20250627326,2025062735802,False,False,False,False,False,False,False,False,False,,False
92,92,136,27,5842,True,5842,603.8734910931249,329.17837987889385,59,3,20250627,1,,,,,,,2384,,4,tomeasure:5842:43,608.224,327.728,43,16,112,,,1.8666666666666667,,,090-120,5.016666666666667,6.883333333333334,"(90, 120]",20250627327,2025062735842,False,False,False,False,False,False,False,False,False,,False
93,93,138,27,5858,True,5842.5858,665.6073848652524,336.6361657037146,530,3,20250627,2,5842.0,,5882.0,3297.0,54.95,False,5723,,77,tomeasure:5858:518,674.93,340.572,518,12,84,3213.0,53.55,1.4,112.0,090-120,060-090,60.43333333333333,61.833333333333336,"(60, 90]",20250627327,2025062735858,False,False,False,False,False,False,False,False,False,,False
94,94,146,28,5877,True,5877,1399.1640647269785,650.8992436144754,59,3,20250704,1,,,,,,,2839,,49,tomeasure:5877:16,1388.806,660.429,16,43,301,,,5.016666666666667,,,> 120 min,1.8666666666666667,6.883333333333334,"(300, 330]",20250704328,2025070435877,True,False,False,False,True,True,False,False,False,,True
95,95,140,27,5882,True,5842.5882,474.60520346289854,321.7205940540731,552,3,20250627,2,5842.0,,5858.0,3451.0,57.516666666666666,True,6515,,82,tomeasure:5882:545,477.298,322.342,545,7,49,3402.0,56.7,0.8166666666666667,112.0,090-120,030-060,63.583333333333336,64.4,"(30, 60]",20250627327,2025062735882,False,False,False,False,False,False,False,False,False,,False
96,96,142,28,5905,True,5905,462.58988185624287,94.67244783175236,61,3,20250627,1,,,,,,,6294,,7,tomeasure:5905:28,378.69,446.224,28,33,231,,,3.85,,,> 120 min,3.2666666666666666,7.116666666666666,"(210, 240]",20250627328,2025062735905,False,False,False,False,False,False,False,False,False,,False
97,97,0,0,5937,True,5937,1143.1133119874842,1561.854348830066,58,4,20250704,1,,,,,,,6164,,29,tomeasure:5937:38,1165.072,1566.136,38,20,140,,,2.333333333333333,,,> 120 min,4.433333333333334,6.766666666666667,"(120, 150]",2025070440,2025070445937,False,False,False,False,False,False,False,False,False,Slight cytokinesis struggle,False
98,98,144,29,5968,True,5968,408.3137739089363,135.6902698682665,63,3,20250627,1,,,,,,,2394,,15,tomeasure:5968:21,418.05,142.112,21,42,294,,,4.9,,,> 120 min,2.45,7.35,"(270, 300]",20250627329,2025062735968,False,False,False,False,False,False,False,False,False,,False
99,99,146,29,5993,True,5968.5993,525.5667399325071,121.18901965333724,485,3,20250627,2,5968.0,,6030.0,2954.0,49.23333333333333,True,2623,,68,tomeasure:5993:477,530.331,121.396,477,8,56,2898.0,48.3,0.9333333333333332,294.0,> 120 min,030-060,55.65,56.583333333333336,"(30, 60]",20250627329,2025062735993,False,False,False,False,False,False,False,False,False,,False
100,100,6,1,6015,True,6015,1299.7268791970778,746.1932130806302,69,4,20250704,1,,,,,,,6240,,35,tomeasure:6015:60,1306.77,740.807,60,9,63,,,1.05,,,060-090,7.0,8.05,"(60, 90]",2025070441,2025070446015,False,False,False,False,False,False,False,False,False,,False
101,101,148,29,6030,True,5968.6030,346.1655587020967,67.74155457545518,564,3,20250627,2,5968.0,,5993.0,3507.0,58.45,False,5227,,87,tomeasure:6030:557,344.715,72.092,557,7,49,3458.0,57.63333333333333,0.8166666666666667,294.0,> 120 min,030-060,64.98333333333333,65.8,"(30, 60]",20250627329,2025062736030,False,False,False,False,False,False,False,False,False,,False
102,102,8,2,6042,True,6042,693.9886906774324,890.3771320989863,111,4,20250704,1,,,,,,,5937,,1,tomeasure:6042:105,697.718,893.277,105,6,42,,,0.7,,,030-060,12.25,12.95,"(30, 60]",2025070442,2025070446042,False,False,False,False,False,False,False,False,False,,False
103,103,150,30,6054,True,6054,390.3598450714048,535.7866686554096,62,3,20250627,1,,,,,,,6515,,14,tomeasure:6054:54,379.933,534.475,54,8,56,,,0.9333333333333332,,,030-060,6.3,7.233333333333333,"(30, 60]",20250627330,2025062736054,False,False,False,False,False,False,False,False,False,,False
104,104,152,30,6079,True,6054.6079,531.2291328735747,523.6332399038498,259,3,20250627,2,6054.0,,6145.0,1379.0,22.98333333333333,True,6378,,41,tomeasure:6079:249,522.874,525.774,249,10,70,1309.0,21.816666666666663,1.1666666666666667,56.0,030-060,060-090,29.05,30.216666666666665,"(60, 90]",20250627330,2025062736079,False,False,False,False,False,False,False,False,False,,False
105,105,154,30,6095,True,6054.6079.6095,549.4592760009143,363.42895181510767,482,3,20250627,3,6079.0,6054.0,6122.0,1561.0,26.016666666666666,True,5397,True,67,tomeasure:6095:471,532.817,373.304,471,11,77,1484.0,24.73333333333333,1.2833333333333334,70.0,060-090,060-090,54.95,56.23333333333333,"(60, 90]",20250627330,2025062736095,False,False,False,False,False,False,False,False,False,,False
106,106,156,30,6122,True,6054.6079.6122,579.8428478798137,391.60280937554165,500,3,20250627,3,6079.0,6054.0,6095.0,1687.0,28.116666666666667,False,2245,False,70,tomeasure:6122:494,595.794,394.848,494,6,42,1645.0,27.416666666666668,0.7,70.0,060-090,030-060,57.63333333333333,58.333333333333336,"(30, 60]",20250627330,2025062736122,False,False,False,False,False,False,False,False,False,,False
107,107,14,3,6124,True,6124,144.5982406247307,887.8912024607388,384,4,20250704,1,,,,,,,6390,,9,tomeasure:6124:376,102.752,888.306,376,8,56,,,0.9333333333333332,,,030-060,43.86666666666667,44.8,"(30, 60]",2025070443,2025070446124,False,False,False,False,False,False,False,False,False,,False
108,108,158,30,6145,True,6054.6145,483.72027502656834,509.2700968338247,263,3,20250627,2,6054.0,,6079.0,1407.0,23.45,False,5802,,42,tomeasure:6145:253,482.684,509.615,253,10,70,1337.0,22.28333333333333,1.1666666666666667,56.0,030-060,060-090,29.516666666666666,30.683333333333334,"(60, 90]",20250627330,2025062736145,False,False,False,False,False,False,False,False,False,Congression?,False
109,109,160,30,6162,True,6054.6145.6162,511.20359686248185,599.8683838909063,553,3,20250627,3,6145.0,6054.0,6194.0,2030.0,33.833333333333336,False,5299,True,83,tomeasure:6162:544,499.672,596.209,544,9,63,1967.0,32.78333333333333,1.05,70.0,060-090,060-090,63.46666666666667,64.51666666666667,"(60, 90]",20250627330,2025062736162,False,False,False,False,False,False,False,False,False,Unclear,False
110,110,18,5,6184,True,6184,1265.7525074743617,932.0855071406946,285,4,20250704,1,,,,,,,6462,,6,tomeasure:6184:269,1025.032,681.145,269,16,112,,,1.8666666666666667,,,090-120,31.383333333333333,33.25,"(90, 120]",2025070445,2025070446184,False,False,False,False,False,False,False,False,False,Motile,False
111,111,162,30,6194,True,6054.6145.6194,512.9989897462351,470.4619891157759,577,3,20250627,3,6145.0,6054.0,6162.0,2198.0,36.63333333333333,True,6378,True,91,tomeasure:6194:568,519.145,484.756,568,9,63,2135.0,35.583333333333336,1.05,70.0,060-090,060-090,66.26666666666667,67.31666666666666,"(60, 90]",20250627330,2025062736194,False,False,False,False,False,False,False,False,False,,False
112,112,164,31,6220,True,6220,407.7613453293199,699.1674210769457,67,3,20250627,1,,,,,,,2925,,23,tomeasure:6220:1,457.825,710.561,1,66,462,,,7.7,,,> 120 min,0.1166666666666666,7.816666666666666,"(450, 480]",20250627331,2025062736220,False,False,False,False,False,False,False,False,False,Unclear,False
113,113,166,31,6239,True,6220.6239,453.88913172728536,612.9885626567948,333,3,20250627,2,6220.0,,,1862.0,31.03333333333333,,5498,,53,tomeasure:6239:324,445.81,609.053,324,9,63,1799.0,29.98333333333333,1.05,462.0,> 120 min,060-090,37.8,38.85,"(60, 90]",20250627331,2025062736239,False,False,False,False,False,False,False,False,False,,False
114,114,22,7,6240,True,6240,868.0037653547587,1164.6580355189626,81,4,20250704,1,,,,,,,5937,,38,tomeasure:6240:72,849.359,1184.131,72,9,63,,,1.05,,,060-090,8.4,9.45,"(60, 90]",2025070447,2025070446240,False,False,False,False,False,False,False,False,False,,False
115,115,24,7,6256,True,6240.6256,916.89371490696,1037.8756239683391,305,4,20250704,2,6240.0,,6344.0,1568.0,26.133333333333333,False,6601,,7,tomeasure:6256:297,925.594,1028.346,297,8,56,1512.0,25.2,0.9333333333333332,63.0,060-090,030-060,34.65,35.583333333333336,"(30, 60]",2025070447,2025070446256,False,False,False,False,False,False,False,False,False,,False
116,116,168,32,6265,True,6265,662.4309205324583,546.6971331028325,94,3,20250627,1,,,,,,,2445,,28,tomeasure:6265:1,684.459,580.879,1,93,651,,,10.85,,,> 120 min,0.1166666666666666,10.966666666666669,"(630, 660]",20250627332,2025062736265,False,False,False,False,False,False,False,False,False,,False
117,117,170,32,6294,True,6265.6294,704.5535997282052,484.13459646128064,467,3,20250627,2,6265.0,,,2611.0,43.516666666666666,,5299,,65,tomeasure:6294:456,715.119,489.314,456,11,77,2534.0,42.23333333333333,1.2833333333333334,651.0,> 120 min,060-090,53.2,54.48333333333333,"(60, 90]",20250627332,2025062736294,False,False,False,True,False,False,False,False,False,Congression or Monopolar?,True
118,118,172,33,6336,True,6336,432.3444171222476,662.2928133875542,188,3,20250627,1,,,,,,,5551,,35,tomeasure:6336:182,427.58,664.986,182,6,42,,,0.7,,,030-060,21.23333333333333,21.933333333333334,"(30, 60]",20250627333,2025062736336,False,False,False,False,False,False,False,False,False,Weak signal,False
119,119,32,8,6368,True,6368,960.811805182666,1045.3334128830818,120,4,20250704,1,,,,,,,5989,,2,tomeasure:6368:112,951.282,1040.776,112,8,56,,,0.9333333333333332,,,030-060,13.066666666666666,14.0,"(30, 60]",2025070448,2025070446368,False,False,False,False,False,False,False,False,False,,False
120,120,174,34,6378,True,6378,440.21652438178063,508.16523967459193,144,3,20250627,1,,,,,,,2547,,30,tomeasure:6378:134,445.81,510.858,134,10,70,,,1.1666666666666667,,,060-090,15.633333333333333,16.8,"(60, 90]",20250627334,2025062736378,False,False,False,False,False,False,False,False,False,,False
121,121,176,34,6395,True,6378.6395,461.7612389868184,547.5257759722571,353,3,20250627,2,6378.0,,6455.0,1463.0,24.383333333333333,False,2746,,56,tomeasure:6395:347,456.168,557.677,347,6,42,1421.0,23.683333333333334,0.7,70.0,060-090,030-060,40.48333333333333,41.18333333333333,"(30, 60]",20250627334,2025062736395,False,False,False,False,False,False,False,False,False,,False
122,122,178,34,6405,True,6378.6395.6405,485.7918822001297,651.5204560850353,611,3,20250627,3,6395.0,6378.0,6432.0,1806.0,30.1,False,2501,False,97,tomeasure:6405:602,486.413,647.584,602,9,63,1743.0,29.05,1.05,42.0,030-060,060-090,70.23333333333333,71.28333333333333,"(60, 90]",20250627334,2025062736405,False,False,False,False,False,False,False,False,False,,False
123,123,180,34,6432,True,6378.6395.6432,540.8966330168608,596.4157052683042,588,3,20250627,3,6395.0,6378.0,6405.0,1645.0,27.416666666666668,True,6669,True,95,tomeasure:6432:578,534.475,597.037,578,10,70,1575.0,26.25,1.1666666666666667,42.0,030-060,060-090,67.43333333333334,68.6,"(60, 90]",20250627334,2025062736432,False,False,False,False,False,False,False,False,False,,False
124,124,182,34,6455,True,6378.6455,449.7459173801627,544.211204494559,317,3,20250627,2,6378.0,,6395.0,1211.0,20.183333333333334,True,6220,,48,tomeasure:6455:310,449.539,550.633,310,7,49,1162.0,19.366666666666667,0.8166666666666667,70.0,060-090,030-060,36.16666666666666,36.98333333333333,"(30, 60]",20250627334,2025062736455,False,False,False,False,False,False,False,False,False,,False
125,125,40,8,6462,True,6368.6462,938.4384384384384,893.6917049499831,402,4,20250704,2,6368.0,,6390.0,1974.0,32.9,True,6061,,11,tomeasure:6462:393,916.479,904.878,393,9,63,1911.0,31.85,1.05,56.0,030-060,060-090,45.85,46.9,"(60, 90]",2025070448,2025070446462,False,False,False,False,False,False,False,False,False,,False
126,126,184,34,6483,True,6378.6455.6483,401.6846309535401,533.8531686267523,589,3,20250627,3,6455.0,6378.0,,1904.0,31.73333333333333,,2724,True,96,tomeasure:6483:582,401.063,541.518,582,7,49,1855.0,30.916666666666668,0.8166666666666667,49.0,030-060,030-060,67.9,68.71666666666667,"(30, 60]",20250627334,2025062736483,False,False,False,False,False,False,False,False,False,,False
127,127,46,9,6506,True,6506,1148.9138144767282,926.0087902472007,185,4,20250704,1,,,,,,,6184,,4,tomeasure:6506:176,1146.842,938.024,176,9,63,,,1.05,,,060-090,20.53333333333333,21.58333333333333,"(60, 90]",2025070449,2025070446506,False,False,False,False,False,False,False,False,False,,False
128,128,186,35,6515,True,6515,477.5054535058844,562.8556690566109,82,3,20250627,1,,,,,,,6095,,27,tomeasure:6515:71,558.92,491.385,71,11,77,,,1.2833333333333334,,,060-090,8.283333333333333,9.566666666666666,"(60, 90]",20250627335,2025062736515,False,False,False,False,False,False,False,False,False,Unclear,False
129,129,52,10,6558,True,6558,655.8711028909704,1172.9444676464543,126,4,20250704,1,,,,,,,5937,,3,tomeasure:6558:104,654.628,1143.528,104,22,154,,,2.566666666666667,,,> 120 min,12.133333333333333,14.7,"(150, 180]",20250704410,2025070446558,True,False,False,False,False,False,False,False,False,,True
130,130,188,35,6574,True,6515.6574,363.15273752529953,794.8756724954787,350,3,20250627,2,6515.0,,,1876.0,31.266666666666666,,2574,,55,tomeasure:6574:343,357.974,798.397,343,7,49,1827.0,30.45,0.8166666666666667,77.0,060-090,030-060,40.016666666666666,40.833333333333336,"(30, 60]",20250627335,2025062736574,False,False,False,False,False,False,False,False,False,Not in focus,False
131,131,54,12,6591,True,6591,649.241957188977,792.5972329945839,200,4,20250704,1,,,,,,,6535,,5,tomeasure:6591:194,627.283,802.127,194,6,42,,,0.7,,,030-060,22.633333333333333,23.33333333333333,"(30, 60]",20250704412,2025070446591,False,False,False,False,False,False,False,False,False,,False
132,132,56,12,6601,True,6591.6601,795.0831626328314,805.0268811858215,399,4,20250704,2,6591.0,,6645.0,1393.0,23.216666666666665,False,6443,,10,tomeasure:6601:391,802.955,835.272,391,8,56,1337.0,22.28333333333333,0.9333333333333332,42.0,030-060,030-060,45.61666666666667,46.55,"(30, 60]",20250704412,2025070446601,False,False,False,False,False,False,False,False,False,,False
133,133,190,36,6617,True,6617,590.2008837476202,652.3490989544599,273,3,20250627,1,,,,,,,6145,,44,tomeasure:6617:266,580.879,640.541,266,7,49,,,0.8166666666666667,,,030-060,31.03333333333333,31.85,"(30, 60]",20250627336,2025062736617,False,False,False,False,False,False,False,False,False,,False
